33501;Rose Harmon;11/06/2013;00:53:49;PXL;lost are;9;CLOSED
33502;Marie Hendrix;17/08/2008;22:27:43;Cegeka;are wrong with window when;1;IGNORE
33503;Sarah Murray;25/10/2003;16:16:21;T-Network;;8;CLOSED
33504;Tina Elliott;05/01/2003;00:58:47;PXL;keys rabbit automatically;8;IGNORE
33505;Elaine Dennis;25/05/2014;21:34:14;Mobistart;on it light to library sofa of;6;OPEN
33506;Jonathon Chambers;25/05/2009;20:40:34;Proximus;;3;IGNORE
33507;Ashley Lewis;03/09/2016;20:00:06;ACA-IT;;4;CLOSED
33508;Gloria Perry;28/08/2004;05:33:30;XCOMM;dad hold is;4;IGNORE
33509;Natasha Bush;12/08/2006;12:58:37;T-Network;room where waited when else good sacrifice;10;IN PROGRESS
33510;Amanda Christensen;04/10/2009;02:58:04;Telenet;;1;OPEN
33511;Sarah Berg;03/10/2001;16:02:50;Yappa;generated hatch out light they it constantly;4;OPEN
33512;Martin Richard;01/12/2007;16:17:14;Yappa;warp white banging;4;OPEN
33513;Edward Kramer;07/07/2006;10:18:06;Yappa;should suspense;5;IGNORE
33514;Lance Dale;01/02/2008;10:41:02;Yappa;it want trees have;6;OPEN
33515;Gina Gibbs;29/06/2001;22:09:15;ACA-IT;sits;0;OPEN
33516;Vickie Herman;20/05/2012;12:37:52;XCOMM;crash so sill do;3;CLOSED
33517;Olivia Jacobson;26/02/2002;04:33:31;Mobistart;to died ghost had it had;4;IGNORE
33518;Trisha Carney;01/01/2001;05:06:09;PXL;have many white trees took generated in;10;CLOSED
33519;Lawrence Morris;24/07/2015;09:02:01;Proximus;find boon in captain;9;CLOSED
33520;Joey Kirk;13/02/2002;00:59:07;ACA-IT;hot room much room fire lock to;7;OPEN
33521;Anthony Ashley;24/10/2007;23:19:22;PXL;of library lock probably they;2;IN PROGRESS
33522;Wayne Clemons;22/11/2015;02:36:17;Cegeka;monster hat came good room asked;3;CLOSED
