39501;Derek Patel;16/07/2002;06:23:00;Cegeka;secretly came end;8;IGNORE
39502;Connie Underwood;07/12/2013;23:55:47;PXL;took my end open came books no;6;CLOSED
39503;Destiny Ayala;26/05/2016;07:09:36;XCOMM;or or maybe to in with have;3;OPEN
39504;Sheila Bauer;08/06/2007;02:36:11;Proximus;discovered it man;3;IGNORE
39505;Cheyenne McCullough;24/03/2008;02:01:56;ACA-IT;the my write sacrifice;10;OPEN
39506;Jeannie Joseph;03/12/2010;19:58:41;ACA-IT;of;8;IN PROGRESS
39507;Tristan Watson;07/12/2006;01:44:06;Cegeka;;4;IN PROGRESS
39508;Robin Caldwell;23/11/2004;20:35:42;Proximus;do it it so;7;IN PROGRESS
39509;Ray Hickman;24/01/2006;17:48:24;Mobistart;a;4;IGNORE
39510;Noah Bond;29/04/2009;01:38:15;Cegeka;so through trees ending build;3;IGNORE
39511;Baby Franco;12/05/2001;05:15:25;T-Network;dad;8;OPEN
39512;Stephanie Travis;04/01/2005;21:50:06;Proximus;to;0;IGNORE
39513;Jimmy Branch;19/04/2006;19:38:59;XCOMM;in leader build crash;10;OPEN
39514;Sam Greene;13/10/2016;04:05:26;Yappa;numbers trees ending;10;IGNORE
39515;Shannon Morrison;08/11/2008;10:09:15;Mobistart;handled generated;9;IGNORE
39516;Sally O'neil;26/01/2013;05:48:48;XCOMM;discovered caves;10;IGNORE
39517;Marvin Soto;12/05/2000;09:20:21;PXL;it;5;OPEN
39518;Shawn O'neill;11/12/2010;07:21:26;Proximus;in who on;10;CLOSED
39519;Rocky Guerrero;06/01/2005;06:41:28;Telenet;;10;CLOSED
39520;Deanna Flores;04/12/2009;05:47:21;Yappa;television will leader waited computer;3;IGNORE
39521;Kevin Carrillo;11/08/2002;00:43:22;PXL;to came automatically this people;7;OPEN
39522;Erika Clarke;26/07/2002;20:12:48;PXL;;3;OPEN
39523;Michael Gardner;26/01/2005;10:40:02;T-Network;captain in island ending probably;4;CLOSED
39524;Douglas Briggs;28/10/2009;02:51:02;PXL;banging hold it I my speed;7;IGNORE
39525;James Russo;03/06/2000;01:53:52;Proximus;others will warp list in shepherd;6;CLOSED
39526;Amber Buck;09/07/2010;07:24:51;XCOMM;of;7;CLOSED
39527;Jeremiah Hudson;08/07/2007;18:01:15;PXL;ghost sacrifice;5;IGNORE
39528;Becky Puckett;07/10/2004;04:29:36;XCOMM;;1;CLOSED
39529;Steven Slater;01/12/2009;09:42:31;Mobistart;from so dreams dad took are;1;CLOSED
39530;Destiny McDonald;28/07/2012;10:49:03;Telenet;days;1;IGNORE
