11501;Derrick Simmons;04/06/2010;23:47:29;Proximus;end to found interest ends;3;OPEN
11502;Jan Workman;19/03/2014;03:57:14;Mobistart;do captain window probably to of what;5;CLOSED
11503;Holly Livingston;17/09/2013;22:27:18;Yappa;computer sits out do out it;8;CLOSED
11504;Patrick Perry;27/01/2002;13:17:49;Proximus;this want are secretly my;5;IGNORE
11505;Vicki Gamble;03/05/2000;16:32:31;Cegeka;television;4;OPEN
11506;Devin McCullough;24/06/2000;08:50:58;Proximus;;4;OPEN
11507;Noah Vaughan;06/02/2001;00:45:01;Proximus;ending sacrifice we pique worn who out;2;IGNORE
11508;Joseph McPherson;13/02/2008;14:11:01;ACA-IT;with asked with rescue to;5;CLOSED
11509;Rusty Dillard;14/09/2009;20:32:13;ACA-IT;to they as ball find do hatch;0;IGNORE
11510;Kelsey Romero;05/09/2007;02:42:37;Eurosys;what white are;9;IGNORE
11511;Robert Boyle;03/07/2006;02:18:05;Telenet;secretly will what;7;IN PROGRESS
11512;Jimmy Humphrey;23/11/2011;17:57:30;T-Network;banging fire magnetic it's they about;8;CLOSED
11513;Lisa Berg;09/01/2010;16:36:48;Eurosys;world people discovered rescue;6;CLOSED
11514;Danny Garner;18/05/2009;18:56:11;Eurosys;moved do wrong boon crash to code;0;IGNORE
11515;Norman Todd;17/07/2001;03:38:02;Eurosys;visions probably suspense end generated they;4;IN PROGRESS
11516;Leonard Drake;29/12/2008;15:31:40;XCOMM;cold room handled I;5;IGNORE
11517;Patricia Rasmussen;26/04/2000;22:04:27;Cegeka;room;3;IGNORE
11518;Charlotte Burnett;12/07/2007;05:38:31;Proximus;ball;5;IGNORE
11519;Doris Horn;05/12/2009;12:20:19;Cegeka;worn or hatch trying man caves;1;IN PROGRESS
11520;Christy Barr;28/04/2002;09:49:57;Proximus;keys;0;CLOSED
11521;Alan Gallegos;28/10/2010;17:10:04;Mobistart;words;9;IN PROGRESS
11522;Gabriel Mercado;10/03/2012;03:59:49;Cegeka;speed;6;IGNORE
11523;Ruth Fitzpatrick;31/07/2004;06:13:12;Cegeka;will ball automatically;10;IGNORE
11524;Lynn Patel;02/09/2011;01:35:46;Proximus;sidekick handled will;1;IN PROGRESS
11525;Valerie Bean;30/06/2003;08:54:14;Proximus;it;5;OPEN
11526;Brian Foley;01/06/2004;22:22:00;XCOMM;on fire or maybe no always;3;OPEN
11527;Lance Campbell;28/09/2001;07:40:43;Eurosys;;10;IGNORE
11528;Martha Kent;15/03/2011;08:01:28;Mobistart;out hid;7;OPEN
11529;Wanda McKay;03/01/2015;12:07:55;Mobistart;white days about web;0;CLOSED
11530;Mandy Holcomb;10/01/2008;06:46:07;Proximus;died are computer else in out;8;OPEN
11531;Renee Bennett;26/04/2008;08:25:26;ACA-IT;others dreams sidekick to so to hat;4;IGNORE
11532;Kathleen Mosley;15/09/2002;15:11:51;Telenet;;1;CLOSED
11533;Angela Bullock;12/09/2011;18:39:15;XCOMM;constantly to find magnetic of;10;OPEN
11534;Natasha Conner;03/06/2004;09:36:17;Eurosys;;9;IN PROGRESS
11535;Justin Browning;15/01/2003;21:20:05;Eurosys;smoke assert light it my we;8;CLOSED
11536;Anita Hyde;13/02/2005;06:37:52;Mobistart;hold island lock dreams came;1;CLOSED
11537;Mandy Alexander;06/12/2011;08:32:12;PXL;of wicket;2;OPEN
11538;Courtney Clay;09/03/2004;13:49:57;PXL;suspense is through;4;IN PROGRESS
11539;Austin Leon;19/03/2014;19:06:42;Eurosys;will they;4;CLOSED
11540;Jesse Hawkins;11/07/2009;08:16:46;Eurosys;plane waited rescue;4;OPEN
11541;Chuck Greene;29/03/2013;20:16:06;ACA-IT;sacrifice;0;IN PROGRESS
11542;Rod Bradford;13/08/2012;15:18:00;T-Network;web automatically end probably ball;7;CLOSED
11543;Baby Cleveland;27/08/2016;16:12:22;Yappa;trees others constantly the who with moved;8;OPEN
11544;Ronnie Howe;17/10/2014;16:31:49;Telenet;are worn ending a no ending sofa;10;IGNORE
11545;Kelly Davis;04/02/2015;04:40:03;Eurosys;who to captain where ghost;0;IN PROGRESS
11546;Alissa Horne;23/03/2013;00:39:21;ACA-IT;discovered;4;OPEN
11547;Toni Preston;08/07/2008;08:20:13;XCOMM;light;1;IGNORE
11548;Denise Cantu;11/05/2010;05:00:07;Eurosys;;6;IN PROGRESS
11549;Sally Franks;12/03/2012;08:17:30;Yappa;;2;CLOSED
11550;Sherry Joyner;18/12/2009;03:06:23;PXL;probably;5;IN PROGRESS
11551;Linda Drake;20/12/2001;11:17:06;XCOMM;island of from in;10;IN PROGRESS
11552;Jessie Simmons;26/09/2010;12:57:00;Eurosys;a when world from room;3;OPEN
11553;Nick Torres;19/09/2000;01:50:17;Proximus;will had constantly code so;9;IGNORE
11554;Debra Dixon;21/04/2013;01:55:03;Yappa;came throw or maybe hot came leader sacrifice;4;IN PROGRESS
11555;Matthew Cameron;05/12/2003;19:58:34;Mobistart;room or island from with;6;IGNORE
11556;Tracey Yates;16/10/2003;08:51:35;Mobistart;ghost books computer list room;1;CLOSED
11557;Rob Haynes;12/12/2001;13:26:46;Eurosys;I will is or maybe;4;CLOSED
11558;Diana Cochran;05/11/2008;08:08:30;XCOMM;trying should crash room we people;9;OPEN
11559;Katherine White;30/04/2001;08:25:50;XCOMM;television found to;7;OPEN
11560;Allison Stephens;17/12/2013;06:55:43;T-Network;from do television badly want many;1;CLOSED
