14001;Jody Lambert;11/03/2003;19:29:08;Proximus;died;2;OPEN
14002;Juanita Warren;14/04/2004;03:08:29;PXL;probably pull lost ship magnetic;5;IGNORE
14003;Roberta Stevenson;12/04/2012;14:38:59;PXL;;8;IGNORE
14004;Jeremy Bowen;23/04/2008;16:44:24;XCOMM;;4;IN PROGRESS
14005;Patricia Thomas;25/03/2001;01:33:00;Yappa;ghost;10;IGNORE
14006;Renee Frost;30/01/2005;11:14:30;Telenet;end find;6;CLOSED
14007;Dawn Hebert;22/09/2012;11:26:37;Cegeka;to they;3;IN PROGRESS
14008;Shanna Wolf;10/06/2008;04:56:37;XCOMM;;9;CLOSED
14009;Jessie Hansen;31/08/2007;02:20:20;Yappa;rabbit the sill automatically or sacrifice;7;OPEN
14010;Sheila Lee;16/07/2006;06:38:59;Proximus;;3;OPEN
14011;Nancy Marquez;14/06/2015;20:26:19;Yappa;text much my have others ball wicket;10;IN PROGRESS
14012;Beth Walters;13/03/2005;08:14:10;Cegeka;visions;9;OPEN
14013;George Joyner;15/12/2001;07:02:23;Eurosys;ill;10;IGNORE
14014;Mitchell Finch;09/01/2012;22:40:26;XCOMM;open they have;9;IN PROGRESS
14015;Rebecca Sharp;22/03/2001;11:03:23;Yappa;;8;IGNORE
14016;Kenneth Lloyd;03/09/2003;13:41:32;Yappa;cold hat what had find many waited;10;OPEN
14017;Grace Berry;18/03/2011;01:09:22;Telenet;lost others demanded keys I we sill;7;IN PROGRESS
14018;Katherine Blevins;15/06/2005;13:42:24;ACA-IT;we computer probably hatch ending sacrifice do;9;CLOSED
14019;Laura Manning;17/07/2000;05:15:14;PXL;banging keys it throw rabbit it pique;8;IN PROGRESS
14020;Earl Craft;28/09/2010;02:29:16;PXL;;8;CLOSED
14021;Kelly Faulkner;04/07/2011;07:47:37;XCOMM;generated sacrifice magnetic speed the much;3;CLOSED
14022;Terri Garza;23/08/2005;15:35:14;PXL;probably;8;OPEN
14023;Christian Gallegos;29/11/2012;07:13:00;Yappa;constantly numbers;9;IGNORE
14024;Marsha Reyes;02/08/2012;09:06:14;Yappa;banging ending secretly;8;OPEN
14025;Janet Chapman;28/08/2007;15:12:56;XCOMM;others;2;IGNORE
14026;Ted Walter;25/08/2007;14:25:28;Yappa;had red;8;IGNORE
14027;Debbie Sutton;31/10/2011;15:55:43;Proximus;on to generated badly;3;IGNORE
14028;Harold Perry;22/03/2015;23:19:09;PXL;are a;1;OPEN
14029;Sean Bright;19/01/2006;02:08:31;Proximus;end will from constantly else speed;0;IN PROGRESS
14030;Lacey Dorsey;03/01/2010;11:14:48;Yappa;list;5;IN PROGRESS
14031;Paige Fletcher;29/05/2016;03:13:01;XCOMM;came;9;CLOSED
14032;Amber Ramos;06/02/2007;16:18:56;Yappa;ill magnetic;7;IN PROGRESS
14033;Julia Galloway;13/04/2004;07:14:03;XCOMM;people generated will should this keys;9;CLOSED
14034;Albert Bass;24/12/2011;19:31:19;Eurosys;ship;9;CLOSED
14035;Lloyd Norman;12/01/2015;07:59:55;XCOMM;throw took came of;7;OPEN
14036;Jared Huff;17/09/2001;20:46:13;Proximus;a always crash no;5;IGNORE
14037;Gina Allen;03/06/2004;13:24:47;Telenet;ends it moved hid probably sacrifice;0;IGNORE
14038;Sabrina Booker;10/05/2001;11:08:22;Cegeka;as white;7;OPEN
14039;Julie Leonard;08/08/2014;19:34:05;Proximus;television;9;IN PROGRESS
14040;Sher Nguyen;22/01/2016;23:10:20;Telenet;warp moved;2;CLOSED
14041;George Bartlett;15/07/2015;00:13:49;Proximus;no words will handled with code;9;IN PROGRESS
14042;Dave Austin;15/06/2002;13:55:09;Telenet;it;1;OPEN
14043;Phillip Conway;03/08/2016;10:05:01;Cegeka;computer asked asked will else;0;OPEN
14044;Gregory Thompson;18/04/2009;20:33:51;Cegeka;interest;5;IN PROGRESS
14045;Carla Velasquez;30/01/2004;03:43:58;XCOMM;enter warp was is took;9;CLOSED
14046;Clifford Payne;14/01/2015;16:42:36;ACA-IT;;5;CLOSED
14047;Ryan Pearson;20/08/2012;08:37:09;PXL;;10;OPEN
14048;Annette Fry;22/12/2012;23:28:22;Yappa;;6;IN PROGRESS
14049;Jay Allison;19/12/2008;02:49:13;ACA-IT;visions badly visions will moved;10;IN PROGRESS
14050;Rebecca Olson;02/07/2010;06:41:31;Eurosys;of boon until monster to through;5;CLOSED
14051;Dawn Randall;10/05/2014;07:15:33;PXL;hat secretly computer caves magnetic died white;7;OPEN
14052;Frank Rivera;29/08/2009;03:21:16;XCOMM;so sofa sidekick light had should;5;CLOSED
14053;Ronnie Blackburn;25/10/2001;13:51:48;Eurosys;ending leader is with have;2;IGNORE
14054;Jason Vaughan;13/03/2014;02:41:26;Telenet;sill;0;OPEN
14055;Daniel Shelton;11/11/2011;11:53:50;PXL;cold television will waited list;7;OPEN
14056;Wayne Gill;28/06/2004;11:46:23;Telenet;on trees asked lost took so;3;CLOSED
14057;Anna Carson;23/01/2010;13:54:44;ACA-IT;;2;IGNORE
14058;Mother Snow;14/03/2014;23:31:33;Eurosys;came open sacrifice much always sill a;6;IGNORE
14059;Rod Hughes;30/05/2010;23:15:28;Mobistart;red;6;OPEN
14060;Helen Roberts;28/09/2007;17:10:38;Mobistart;fire hot ill ghost island numbers;5;CLOSED
14061;Corey Cantu;07/06/2006;12:25:59;Telenet;;2;OPEN
14062;Mary ann Caldwell;12/05/2000;00:28:29;Eurosys;it have trying is demanded numbers;2;IN PROGRESS
14063;Kim Stout;04/11/2008;23:32:17;Telenet;are caves or so white;6;CLOSED
14064;Christy Perry;22/10/2010;08:03:09;Telenet;is have man headphones;2;OPEN
14065;Lindsey Morgan;09/07/2007;14:33:54;ACA-IT;to found others hot web came;7;IGNORE
14066;Dennis McKenzie;15/06/2016;12:28:12;Telenet;do monster dreams library;1;IN PROGRESS
14067;April Glass;31/03/2014;23:48:41;PXL;as;4;IGNORE
14068;Sara O'neal;20/05/2009;15:05:41;Yappa;will asked plane I to else;1;CLOSED
14069;Arthur Haney;05/07/2004;16:52:52;T-Network;dad cold words ghost;1;IGNORE
14070;Lacey Hays;29/09/2007;19:43:49;PXL;to will while always numbers;2;OPEN
14071;Tyler Campos;11/03/2014;06:30:53;Yappa;ghost hold computer;9;IGNORE
14072;Tammy Marsh;24/07/2003;23:37:37;T-Network;about or ending;1;IN PROGRESS
14073;Jeffery Flores;24/05/2004;07:00:19;Cegeka;while write dreams;0;IGNORE
14074;Kristin Lamb;06/03/2003;10:21:36;Telenet;warp banging asked trying;7;OPEN
14075;Dustin Mann;21/06/2001;06:58:35;T-Network;who badly numbers light ghost probably;8;IN PROGRESS
14076;Clara Mills;21/06/2008;10:24:54;Mobistart;fire;4;IN PROGRESS
14077;Ronnie Baker;11/10/2001;16:01:13;Telenet;what it's;1;IGNORE
14078;Bruce Perez;31/01/2003;07:31:41;Proximus;dreams end;1;OPEN
14079;Bonnie McDowell;05/06/2000;00:03:24;Eurosys;automatically;7;OPEN
14080;Carolyn Gonzales;11/09/2001;01:40:44;Proximus;is to it sits took books;5;OPEN
14081;Michael Gilmore;23/02/2007;18:25:08;Eurosys;;7;CLOSED
14082;Russ Burks;02/07/2001;11:23:45;PXL;room crash words where captain lock;9;IN PROGRESS
14083;Shawna Gibbs;11/11/2012;06:08:18;T-Network;came;10;CLOSED
14084;Cathy Peck;10/09/2009;00:59:16;ACA-IT;in room is ill asked;10;OPEN
14085;Deanna Barton;27/01/2006;07:35:10;Mobistart;rescue no web;1;IN PROGRESS
14086;Marlene Hamilton;27/12/2001;07:08:43;Cegeka;my numbers;1;IN PROGRESS
14087;Martin Schroeder;02/04/2010;10:32:53;Proximus;with;10;IN PROGRESS
14088;Cameron Lloyd;19/05/2002;13:45:16;XCOMM;computer sidekick or maybe throw so;2;IN PROGRESS
14089;Katelyn Johns;21/02/2005;20:56:38;Cegeka;wicket to find is ends cold warp;10;CLOSED
14090;Mickey Townsend;29/12/2015;00:48:44;Eurosys;;0;OPEN
14091;Eric Spears;16/05/2006;00:41:13;Telenet;sidekick from much a;2;IN PROGRESS
14092;Joyce McConnell;24/02/2008;15:27:30;Cegeka;hatch came in;2;IGNORE
14093;Gail Cunningham;28/04/2006;06:16:28;Proximus;speed is captain ball leader smoke books;3;OPEN
14094;Lawrence Barnes;11/12/2007;14:34:45;Eurosys;ball or maybe;0;CLOSED
14095;Rhonda Kane;25/08/2006;13:32:32;PXL;demanded in sill;4;IN PROGRESS
14096;Roberta Woodward;26/04/2008;14:40:33;Yappa;always through took was what until automatically;3;OPEN
14097;Katherine Morris;24/06/2003;13:34:12;Eurosys;with waited room enter or hatch library;2;CLOSED
14098;George Owen;02/08/2005;11:33:53;Telenet;have;6;CLOSED
14099;Mary ann Velasquez;27/04/2016;19:11:55;Yappa;from so they;2;OPEN
14100;Jake Washington;14/12/2000;08:31:27;Telenet;;5;OPEN
14101;Drew Sims;09/02/2016;10:30:20;XCOMM;rabbit keys;3;IN PROGRESS
14102;Kelsey Holman;03/08/2013;22:11:07;Telenet;waited until;3;CLOSED
14103;Glenn Lindsey;23/08/2003;00:05:25;T-Network;lock asked had came others;0;CLOSED
14104;Nicole Vang;22/07/2006;22:45:23;PXL;computer text;1;OPEN
14105;Mark Mayer;20/11/2012;23:00:00;PXL;much else want it's took when will;10;CLOSED
14106;Derrick Bowers;10/10/2005;07:54:16;Telenet;assert came came;8;CLOSED
14107;Hannah Garner;29/12/2006;21:06:30;Mobistart;as do island do text books;3;CLOSED
14108;Derrick Bullock;20/08/2004;05:49:02;XCOMM;interest the;10;CLOSED
14109;Christine Kirk;02/11/2008;08:04:33;Eurosys;had rabbit island demanded smoke;9;IGNORE
14110;Teresa Gillespie;19/01/2012;07:33:19;XCOMM;find I cold island trying with to;2;IGNORE
14111;Kenny Alford;08/07/2004;01:22:42;Eurosys;;7;IN PROGRESS
14112;Lois Castaneda;29/07/2010;21:46:36;Yappa;a;7;CLOSED
14113;Kristen Stuart;20/08/2010;15:53:16;ACA-IT;was always build;5;CLOSED
14114;Sheila Burke;13/07/2004;02:18:57;Eurosys;probably who constantly keys sofa is of;1;OPEN
14115;Troy Contreras;20/01/2013;07:50:26;ACA-IT;;0;CLOSED
14116;Vivian Clay;01/04/2006;07:08:05;Proximus;code;1;IN PROGRESS
14117;Marsha Gilliam;06/02/2009;01:14:02;Proximus;computer or maybe sacrifice generated;9;OPEN
14118;Mark Olson;02/06/2013;22:59:56;Mobistart;is is will have it;6;IN PROGRESS
14119;Vicki Frank;06/11/2012;08:11:22;T-Network;lost days days had to to to;7;IGNORE
14120;Jasmine Huff;23/10/2004;23:37:38;Yappa;to automatically;3;IN PROGRESS
14121;Elizabeth Hyde;30/12/2012;10:00:52;Telenet;came lock;10;IN PROGRESS
14122;Kylie English;25/11/2000;09:30:15;Proximus;pull lots cold;2;IGNORE
14123;Peggy Olsen;04/02/2001;08:03:30;PXL;a web end;6;IGNORE
14124;Tyler Bernard;22/04/2006;22:36:03;T-Network;;10;IGNORE
14125;Lee Coleman;05/04/2000;17:36:08;PXL;;2;IGNORE
14126;Nick Thompson;15/09/2005;16:02:48;XCOMM;to it are captain;3;OPEN
14127;Arthur Patrick;23/07/2001;20:51:50;Eurosys;wicket;1;OPEN
14128;Jeffrey Kramer;11/01/2008;09:48:12;Telenet;headphones had visions hot it's;6;CLOSED
14129;Derek Murphy;06/01/2005;12:06:29;ACA-IT;;0;OPEN
14130;Tristan Kirk;29/10/2004;16:42:40;Telenet;else dreams with I do red;4;OPEN
14131;Veronica Donaldson;27/05/2010;10:25:23;Telenet;badly do ends throw is took;2;OPEN
14132;Brad Frazier;22/03/2014;05:54:16;XCOMM;sidekick a from or of of a;2;IGNORE
14133;Andrea Owens;06/01/2016;10:56:52;Yappa;;2;IGNORE
14134;Darlene Lloyd;17/12/2009;10:15:23;Eurosys;are asked open smoke island with of;2;CLOSED
14135;Chester Wilson;05/06/2011;07:31:22;PXL;to text this this trying in;8;OPEN
14136;Jonathan Odonnell;29/03/2010;06:30:50;Yappa;light my;4;IN PROGRESS
14137;Patrick Vazquez;04/07/2005;01:04:18;PXL;are dad island open;3;IN PROGRESS
14138;Shawn Ferguson;12/11/2004;03:11:34;PXL;of library throw do;2;IGNORE
14139;Ronda Hooper;31/10/2001;22:11:16;Proximus;took;5;IN PROGRESS
14140;Melody Mullins;25/06/2011;22:52:34;T-Network;sofa dreams so;1;CLOSED
14141;Maria Roach;16/09/2011;04:49:21;PXL;who until light ends island until dreams;6;OPEN
14142;Crystal Bullock;01/05/2009;10:14:42;Yappa;rescue do ship else man so;4;CLOSED
14143;Robin Pollard;22/09/2011;10:45:27;ACA-IT;or maybe build we demanded;7;CLOSED
14144;Mariah Eaton;29/09/2016;16:46:34;Cegeka;of waited;1;IGNORE
14145;Michelle May;19/03/2009;12:36:08;Yappa;demanded through worn days days will;1;CLOSED
14146;James Mueller;18/10/2010;14:48:40;Eurosys;to dreams open;10;CLOSED
14147;Melody Donovan;27/01/2012;08:14:39;Mobistart;badly sofa came headphones lock;8;CLOSED
14148;Bradley Pate;01/07/2001;04:01:35;Yappa;headphones many ball to is;3;CLOSED
14149;Brittany Pugh;09/07/2013;22:09:24;Mobistart;is died boon suspense handled boon while;4;OPEN
14150;Juanita Peck;22/12/2002;12:32:57;T-Network;ball no moved computer from no;9;CLOSED
14151;Todd Gilbert;22/02/2001;14:38:43;Mobistart;;3;OPEN
14152;Melody Hobbs;10/11/2007;12:25:33;Yappa;worn;10;IN PROGRESS
14153;Sally Carroll;13/02/2013;01:22:50;ACA-IT;dreams hatch;0;CLOSED
14154;Rusty Perry;14/02/2003;00:12:59;ACA-IT;something television want constantly;2;IGNORE
14155;Jeffrey Moody;25/09/2008;01:37:28;Telenet;waited found what it's on with;1;IGNORE
14156;Logan Cabrera;26/12/2000;22:58:07;Yappa;they;6;IGNORE
14157;Diana Gray;05/05/2005;06:34:42;PXL;is;4;IN PROGRESS
14158;David Bowman;13/02/2000;09:08:33;Telenet;;4;IGNORE
