21001;Keith Estrada;18/04/2003;16:07:47;Proximus;red are red boon;5;IN PROGRESS
21002;Kathy Delaney;25/07/2016;14:35:17;PXL;;0;IGNORE
21003;Penny Koch;09/08/2000;14:39:05;T-Network;;8;IGNORE
21004;Melody Camacho;28/07/2001;07:21:35;ACA-IT;light;3;IN PROGRESS
21005;Tara Church;07/02/2012;08:38:59;Eurosys;what when;3;CLOSED
21006;Ethan Russell;25/04/2000;14:53:02;Telenet;man;0;IN PROGRESS
21007;Jesse Roach;09/11/2008;01:08:52;PXL;until have asked dreams;6;IN PROGRESS
21008;Patricia McNeil;11/01/2012;17:33:48;XCOMM;room;7;CLOSED
21009;Tara Owen;03/06/2002;21:28:08;ACA-IT;demanded suspense man pull code;10;IN PROGRESS
21010;Eddie Kemp;07/06/2008;00:32:14;T-Network;will;5;OPEN
21011;Allison Kane;24/09/2001;08:41:51;Telenet;where the ill will;3;OPEN
21012;Gary Holmes;24/08/2007;21:11:24;ACA-IT;code sits demanded fire;6;CLOSED
21013;Duane Morgan;17/04/2006;18:12:33;PXL;always asked while world they to;8;CLOSED
21014;Ethan Sheppard;24/05/2000;07:16:52;Yappa;in;3;IN PROGRESS
21015;Becky Farrell;20/04/2013;19:26:21;Yappa;open window enter;10;CLOSED
21016;Tara Gray;28/04/2004;11:55:00;ACA-IT;about of it want ghost hat sofa;0;OPEN
21017;Herbert Mays;07/08/2007;16:48:33;ACA-IT;demanded something ship sacrifice;8;OPEN
21018;Lisa Faulkner;04/09/2013;16:12:45;Proximus;television came;2;IN PROGRESS
21019;Karen Lane;01/05/2007;17:45:42;T-Network;window to waited words;9;CLOSED
21020;Chuck Reese;02/06/2014;15:26:20;Eurosys;leader with keys sill white rescue;10;IGNORE
21021;Chester Espinoza;21/08/2014;21:34:05;Cegeka;ending do with;3;CLOSED
21022;Roberta Caldwell;15/06/2014;19:56:34;T-Network;so where dad red sits to;1;CLOSED
21023;Mary Thomas;11/09/2000;15:02:46;Yappa;in window we a;9;OPEN
21024;Elizabeth Booth;26/10/2002;05:04:56;ACA-IT;badly suspense handled;9;OPEN
21025;Billy Jackson;01/06/2008;14:34:02;Telenet;find sacrifice else cold ghost suspense text;3;IGNORE
21026;Rebecca Chaney;09/05/2002;17:05:57;T-Network;to to sidekick banging build in;8;OPEN
21027;Kaylee Lowe;13/12/2005;10:12:13;PXL;cold something rabbit hold man probably is;3;IGNORE
21028;Justin Decker;19/03/2015;06:44:46;Cegeka;have write asked to hot on words;7;IGNORE
21029;Jeffery Shepherd;24/05/2005;03:12:32;Proximus;visions ill hot;6;IGNORE
21030;Eddie Horne;05/12/2002;18:01:40;Cegeka;people is with have magnetic room end;6;IGNORE
21031;Ginger Bowers;14/05/2015;21:36:05;Mobistart;or;7;IGNORE
21032;Sheila McDonald;12/06/2009;01:50:38;Eurosys;computer lock list ghost it suspense;3;IN PROGRESS
21033;Chad Bennett;27/10/2004;21:43:14;ACA-IT;rabbit;4;IGNORE
21034;Rose Cross;15/01/2009;04:07:22;Telenet;of in secretly no find to room;6;OPEN
21035;Matthew Raymond;21/03/2005;17:22:57;Cegeka;rescue probably numbers code came the;7;OPEN
21036;Anita Dyer;05/05/2000;12:50:14;T-Network;trying others came speed;1;IN PROGRESS
21037;Lori Phelps;14/03/2003;00:41:20;Telenet;hid;8;IGNORE
21038;Kathy Goodman;17/11/2003;23:34:20;Eurosys;they wrong wicket pique computer;5;OPEN
21039;Lois Long;23/09/2016;05:05:19;Proximus;on hold with to trying trying;6;IGNORE
21040;Catherine Shaffer;21/05/2012;19:41:55;ACA-IT;or maybe others or do of;4;CLOSED
21041;Jeremiah Heath;25/08/2004;19:25:32;Cegeka;found hold sofa asked dad took captain;0;IGNORE
21042;Levi Massey;10/02/2006;06:08:50;Mobistart;;8;OPEN
21043;George Robinson;24/04/2006;08:03:35;Cegeka;ends;0;OPEN
21044;Jasmine Hodges;02/05/2012;05:57:13;Yappa;end;5;IN PROGRESS
21045;Pat Sparks;05/01/2010;21:57:48;Mobistart;cold;7;IN PROGRESS
21046;Beth Carr;03/11/2015;04:12:23;Telenet;leader are lots do crash magnetic asked;3;IGNORE
21047;Linda Rosales;25/11/2009;07:14:52;Cegeka;it white rescue build demanded constantly;1;IGNORE
21048;Bob Sparks;08/03/2001;13:12:45;XCOMM;of room sidekick;4;IGNORE
21049;Cory Baker;23/09/2006;09:05:32;Proximus;;9;IGNORE
21050;Logan Ewing;03/02/2005;10:15:17;XCOMM;;10;IN PROGRESS
21051;Benjamin Carr;13/03/2004;02:16:36;T-Network;white lost;6;IGNORE
21052;Travis Rios;29/01/2015;02:33:36;T-Network;are numbers it's rabbit good white;9;CLOSED
21053;Lance McCarty;12/11/2006;11:08:22;Eurosys;my;6;OPEN
21054;Denise Warren;29/04/2013;03:36:47;Yappa;when;2;IN PROGRESS
21055;Thomas Coleman;25/05/2016;09:55:54;Cegeka;have;0;CLOSED
21056;Casey Santana;05/08/2007;21:57:29;Telenet;have about find web trying;0;OPEN
21057;Doris Burns;06/10/2015;03:24:25;Cegeka;badly of;4;CLOSED
21058;Mary Hayes;30/03/2000;13:11:37;T-Network;lots red always waited fire constantly with;9;IN PROGRESS
21059;Pamela Franco;07/11/2002;14:50:06;Eurosys;;5;IN PROGRESS
21060;Kristy Reynolds;12/05/2013;07:38:22;Proximus;;10;IGNORE
21061;Dale Huber;02/06/2003;15:07:29;ACA-IT;moved rescue pull in rescue keys;4;CLOSED
21062;Stanley Mayer;27/11/2008;13:59:13;Mobistart;with code;8;IN PROGRESS
21063;Victor Ramos;29/06/2005;07:49:09;Telenet;;1;OPEN
21064;Ryan Pena;03/06/2016;21:40:32;PXL;on from no constantly headphones something it;2;CLOSED
21065;Toni Buckner;23/05/2000;03:11:31;Eurosys;have banging island or so shepherd;2;IGNORE
