36501;Trent Robinson;04/02/2009;07:24:29;Telenet;television this on many;6;CLOSED
36502;Diane Jefferson;29/07/2011;20:07:37;Mobistart;visions sidekick list room of write;7;IGNORE
36503;Rachel Solis;21/10/2013;13:43:36;T-Network;ending it's secretly in;10;OPEN
36504;Chad Schmidt;14/03/2000;04:27:13;XCOMM;with rabbit numbers room sill rescue;6;IGNORE
36505;Drew Henson;17/07/2011;18:49:50;T-Network;with many ghost do captain probably;3;IGNORE
36506;Levi Cantu;30/09/2012;12:46:51;Eurosys;died on;6;CLOSED
36507;Phyllis Buck;25/11/2011;04:09:49;Proximus;came;6;OPEN
36508;Sherry Thompson;05/06/2011;08:38:07;PXL;lost good ghost lost;7;OPEN
36509;George Farley;01/02/2006;11:14:11;Yappa;have captain white shepherd days computer rescue;5;IN PROGRESS
36510;Helen Hyde;09/10/2000;19:46:37;Telenet;monster speed;4;IGNORE
36511;Sam Stone;10/04/2005;03:51:29;ACA-IT;dreams;5;CLOSED
36512;Kim Barr;24/05/2000;11:21:22;Proximus;I;10;CLOSED
36513;Brianna Jacobson;10/08/2012;15:39:18;Mobistart;to have who;4;CLOSED
36514;Leah Dean;25/04/2010;20:19:21;XCOMM;people smoke ball;9;IGNORE
36515;Carl Cash;27/06/2008;15:26:42;Mobistart;what;6;IN PROGRESS
36516;Andrea Mayer;06/07/2012;19:15:24;Mobistart;;5;CLOSED
36517;Abigail Howe;28/12/2004;13:27:07;Eurosys;will of trying room end many fire;6;IN PROGRESS
36518;Billie Gardner;21/12/2014;14:42:44;Yappa;will;10;OPEN
36519;Ian Lee;25/11/2012;09:00:54;ACA-IT;books it crash banging computer fire;8;IGNORE
36520;Bill Miles;23/08/2014;14:12:30;PXL;;0;IGNORE
36521;Darla Lancaster;12/08/2010;04:36:46;XCOMM;library to books it's computer this;1;OPEN
36522;Barbara Lindsey;18/10/2006;01:11:59;Yappa;dreams waited my the much;9;IGNORE
36523;Gloria Baird;10/11/2008;21:31:03;Mobistart;demanded will took came of show;2;IN PROGRESS
36524;Chase Jarvis;14/02/2006;10:05:44;Telenet;to have list pique;9;IN PROGRESS
36525;Curtis Gates;06/09/2007;15:32:15;XCOMM;had of fire something to;4;IN PROGRESS
36526;Kay Payne;20/09/2012;18:59:19;PXL;man with pique library;7;OPEN
36527;Shawna Carrillo;14/04/2008;15:22:27;T-Network;computer;9;IGNORE
36528;Travis Moore;08/12/2016;07:20:00;Telenet;;7;OPEN
36529;Steven Bartlett;12/02/2015;10:22:18;PXL;lock lost dad fire ball discovered;0;CLOSED
36530;Danny Kirby;18/04/2014;06:19:09;Telenet;island with assert leader;1;IN PROGRESS
36531;Rochelle Hoover;14/04/2004;10:10:05;Proximus;hold out to sidekick what boon it;6;OPEN
36532;Frank Wallace;02/12/2001;16:48:50;Cegeka;interest keys hot;2;IGNORE
36533;Chasity Ball;02/06/2009;13:30:28;Mobistart;library lots find throw generated this window;5;IN PROGRESS
36534;Brittany Whitehead;26/06/2008;18:39:36;Mobistart;text sill;3;CLOSED
36535;Judy Douglas;24/09/2002;01:11:53;Telenet;others people code what monster are always;10;IGNORE
36536;Beverly Hardin;15/10/2015;00:09:20;XCOMM;cold came it smoke;3;IN PROGRESS
36537;Leroy Perry;09/08/2010;19:54:00;ACA-IT;it want fire handled much;3;IGNORE
36538;Sabrina Guerrero;03/01/2005;11:02:06;Telenet;on plane out;1;IN PROGRESS
36539;Herbert Burns;15/01/2001;23:42:28;T-Network;where;4;CLOSED
36540;Emily Rollins;15/04/2001;21:27:51;T-Network;man so people ends sill much;10;CLOSED
36541;Keith Hancock;24/09/2010;23:45:05;Yappa;much web sacrifice with;5;OPEN
36542;Sam Conner;23/12/2007;12:06:50;Telenet;it caves I ends pull;6;OPEN
36543;Trey Pena;27/10/2014;19:43:31;T-Network;boon plane keys list end died what;6;IN PROGRESS
36544;Howard Cooper;24/02/2012;13:18:19;Cegeka;trees speed;2;IGNORE
36545;Dale Strickland;24/12/2006;11:34:58;Telenet;visions until;1;IGNORE
36546;Mary Molina;01/01/2004;13:26:14;Proximus;web find caves island assert what else;1;IGNORE
36547;Ashley Norman;01/10/2004;00:04:18;T-Network;it;9;CLOSED
36548;Annette Rosa;05/04/2013;17:51:32;Cegeka;have sits plane numbers or lots secretly;3;IN PROGRESS
36549;Mandy Nolan;31/03/2012;08:26:39;Mobistart;island sacrifice smoke of ends crash;3;OPEN
36550;Norman Austin;06/12/2000;14:33:41;Cegeka;enter;2;IGNORE
36551;Kristy Frost;26/11/2010;22:51:09;T-Network;;0;IGNORE
36552;Shannon McFadden;14/06/2010;03:16:39;Mobistart;crash plane hold came something;1;IGNORE
36553;Shannon McClain;15/06/2008;11:42:36;Telenet;captain they generated;2;OPEN
36554;Laura Knight;22/06/2000;01:46:40;Eurosys;have when to;8;IGNORE
36555;Sam Pope;17/01/2016;12:07:51;Eurosys;;8;IN PROGRESS
36556;Jessie Gamble;17/02/2007;14:32:44;Cegeka;end will this about through plane;2;IGNORE
36557;Walter Cash;03/07/2000;00:41:32;Proximus;was white a do text;0;IGNORE
36558;Father Walter;24/12/2003;11:46:16;Cegeka;;1;CLOSED
36559;Samuel Kennedy;17/12/2009;08:28:03;PXL;badly always crash pull;5;OPEN
36560;Valerie Lee;26/07/2014;09:37:24;Eurosys;throw of took enter;7;CLOSED
36561;Whitney Hendricks;22/05/2013;08:21:18;Yappa;ends pull in computer books;4;IGNORE
36562;Erica McKnight;18/01/2013;03:35:36;Proximus;;4;IGNORE
36563;Don Mayer;04/10/2011;00:49:41;Yappa;;2;OPEN
36564;Roger Key;25/11/2000;01:59:24;Yappa;island else;6;OPEN
36565;Laura Golden;06/06/2010;15:27:54;Yappa;red;7;CLOSED
36566;Lacey Giles;18/10/2012;23:47:45;ACA-IT;words sits with what to in;1;OPEN
36567;Morgan Woods;20/01/2006;04:30:30;Yappa;lost where many wicket;9;IN PROGRESS
36568;Jodi Blair;30/09/2007;03:03:40;Yappa;;4;IGNORE
36569;Stanley Sawyer;22/10/2009;16:43:56;Yappa;will open lost worn rescue build it's;9;CLOSED
36570;Tabitha Hurst;28/10/2012;07:10:38;Cegeka;;3;IGNORE
36571;Brady Lara;07/01/2005;19:14:05;T-Network;shepherd hold banging on trying throw;6;IGNORE
36572;Rodney Frazier;04/07/2003;00:04:00;PXL;on headphones have sill;5;CLOSED
36573;Noah Whitley;07/01/2008;08:43:08;Eurosys;island on books want lots what days;10;OPEN
36574;Catherine Huber;22/09/2000;22:07:10;Eurosys;it automatically;0;IGNORE
36575;Kaitlyn Wilkins;13/08/2012;14:14:10;Eurosys;it;4;CLOSED
36576;Sam Woods;12/03/2001;07:05:04;XCOMM;it of hat;5;IGNORE
36577;Ann Forbes;03/07/2013;07:47:28;Mobistart;wrong automatically out window visions;1;IGNORE
36578;Sher Buck;06/05/2002;14:50:30;Proximus;it speed hold;7;CLOSED
36579;Charlotte Klein;26/03/2006;10:14:31;Yappa;;2;CLOSED
36580;Dylan Wilkerson;08/10/2010;01:50:48;Eurosys;this write white people;2;IN PROGRESS
36581;Destiny Gray;10/06/2005;06:14:32;Eurosys;write are cold sits will in write;0;OPEN
36582;Herbert Campbell;24/08/2016;18:25:24;Cegeka;text are hot or hat ghost hid;9;OPEN
36583;Andrea Gonzales;26/08/2002;21:01:19;Telenet;was headphones of ill computer;10;IN PROGRESS
36584;Eddie Berger;25/03/2011;12:19:11;ACA-IT;;8;IN PROGRESS
36585;Wanda Montoya;24/10/2003;05:37:21;PXL;show else;7;IGNORE
36586;Heather Noble;05/03/2010;10:41:59;PXL;we secretly;1;OPEN
36587;Molly Hancock;29/01/2016;09:53:18;T-Network;;10;IN PROGRESS
36588;Matthew Ramsey;06/01/2011;12:11:36;Mobistart;find of window rescue a lost man;8;OPEN
36589;Herbert Delaney;02/05/2004;16:45:27;Eurosys;automatically or maybe;3;IGNORE
36590;Louis Crosby;06/03/2009;18:08:35;Yappa;hat fire fire interest;4;IGNORE
36591;Joyce Langley;25/01/2014;12:17:21;PXL;;2;IGNORE
36592;Johnathan Savage;14/08/2003;22:33:01;Cegeka;have came;1;IN PROGRESS
36593;Gina Barker;26/06/2000;14:52:38;Telenet;in room else white books headphones through;5;IN PROGRESS
36594;Allen West;11/05/2011;03:33:46;PXL;else is plane;3;IGNORE
36595;Rochelle Sweeney;09/07/2009;22:17:50;PXL;keys probably;0;IN PROGRESS
36596;Bethany Caldwell;29/12/2015;09:46:47;T-Network;in numbers badly;2;CLOSED
36597;Todd Thornton;26/09/2005;21:15:04;ACA-IT;sidekick do what demanded books code;2;CLOSED
36598;Paige Ross;27/09/2004;21:55:52;Yappa;;9;OPEN
36599;Kathleen Hancock;24/05/2016;14:23:23;Telenet;text hat through demanded world of;9;IGNORE
36600;Alexis Clay;29/08/2011;03:31:03;Eurosys;rabbit ship;8;OPEN
36601;Tashia Riley;24/12/2015;17:40:28;Cegeka;warp enter what television;6;IN PROGRESS
36602;Tracie Chang;16/05/2012;17:42:43;Telenet;to asked came died magnetic have or maybe;1;OPEN
36603;Dominic Steele;20/12/2012;05:51:30;Proximus;they;1;OPEN
