2501;Connie McCarty;13/02/2011;04:02:43;Mobistart;end sill lost it magnetic;5;OPEN
2502;Dan Curry;05/06/2013;10:24:27;Telenet;to enter have where;1;IN PROGRESS
2503;Daniel Parsons;25/08/2004;13:11:27;ACA-IT;island hold about;3;CLOSED
2504;Anita Gallegos;25/02/2005;03:28:02;ACA-IT;what cold;9;IGNORE
2505;Jake Clayton;11/11/2010;09:17:40;PXL;came discovered found do enter to;10;IGNORE
2506;Alexis Beach;09/07/2011;02:20:12;Proximus;library;10;IN PROGRESS
2507;Zachary Park;03/11/2016;19:22:41;XCOMM;;7;IGNORE
2508;Brandi McGee;19/09/2014;06:23:42;Telenet;to;3;IGNORE
2509;Jennifer Nielsen;04/03/2016;10:46:01;Mobistart;library when they red the else do;0;OPEN
2510;Catherine Finch;18/06/2008;06:35:19;XCOMM;end;5;CLOSED
2511;Jasmine Gates;30/01/2012;16:46:30;XCOMM;ghost until people this;9;OPEN
2512;Angie Hays;10/10/2009;23:37:38;Telenet;or came lost suspense to sofa;8;IN PROGRESS
2513;Jacob O'neal;22/01/2006;21:11:11;XCOMM;with as it when banging wicket;10;IGNORE
2514;Roger Kirkland;27/03/2000;21:17:55;ACA-IT;;3;IN PROGRESS
2515;Gregory Edwards;09/05/2002;02:58:36;Proximus;no crash else lost;10;IGNORE
2516;Rachael Kelley;08/01/2000;09:03:30;Yappa;to as asked;3;IGNORE
2517;Marty O'neil;01/01/2014;17:47:56;XCOMM;assert sill sacrifice dad in took;7;IGNORE
2518;Olivia Tyson;23/10/2016;02:51:54;Yappa;until to do assert caves throw find;3;IN PROGRESS
2519;Melissa Collier;29/12/2006;05:37:47;Telenet;red it;5;IGNORE
2520;Julia Durham;14/06/2004;17:39:40;Telenet;;8;IN PROGRESS
2521;Kayla Fernandez;03/02/2005;03:56:43;PXL;;9;IGNORE
2522;Maria Soto;14/01/2002;05:51:55;T-Network;leader;7;CLOSED
2523;Gary Carr;23/04/2015;13:20:32;Yappa;shepherd smoke;4;CLOSED
2524;Helen Riddle;27/10/2005;02:07:52;Cegeka;we pull no;10;IN PROGRESS
2525;Keith Austin;13/10/2010;22:29:05;Cegeka;wicket hid captain room magnetic;7;OPEN
2526;Logan Vaughn;01/09/2011;03:23:33;Eurosys;much what hat leader;2;IGNORE
2527;Chasity Odom;06/01/2008;23:14:39;Yappa;days will fire sidekick;0;CLOSED
2528;Jennifer Garrison;29/05/2014;05:38:43;ACA-IT;they computer handled people;6;IN PROGRESS
2529;Cindy Clements;11/01/2000;10:59:10;Eurosys;dad ends I man;10;IGNORE
2530;Dixie Franks;09/08/2016;04:58:07;ACA-IT;else lost to no find to through;4;IGNORE
2531;Shawn Alston;10/12/2002;20:37:05;T-Network;;0;CLOSED
2532;Haley Hurst;19/07/2016;23:16:32;ACA-IT;trees many will of computer do red;9;CLOSED
2533;Kelly Snow;12/02/2006;03:23:51;Cegeka;do room days it island came;6;IGNORE
2534;Nick Williamson;16/03/2006;09:01:06;T-Network;should;4;IN PROGRESS
2535;Kathleen Cotton;18/04/2016;03:57:04;Cegeka;web through dad;9;OPEN
2536;Eric Vaughan;03/11/2004;12:23:03;Eurosys;crash we;9;CLOSED
2537;Rex Clark;23/10/2009;08:47:18;Proximus;it's;4;OPEN
2538;Jonathan Combs;16/04/2003;00:26:10;Mobistart;;6;CLOSED
2539;Rob Greene;21/04/2006;05:22:59;Proximus;badly will enter handled in or enter;7;IGNORE
2540;Jason Nieves;11/10/2003;13:35:41;Mobistart;people moved hat came or in;10;OPEN
2541;Betty Merrill;12/07/2001;05:56:52;PXL;;2;IN PROGRESS
2542;Russ Mays;26/03/2009;07:50:08;T-Network;moved lost suspense we fire;6;IN PROGRESS
2543;Shanna Walker;20/02/2003;14:58:51;ACA-IT;crash are dad it keys;0;OPEN
2544;Jay Fernandez;09/03/2010;06:25:01;ACA-IT;cold pull visions on shepherd in visions;8;IN PROGRESS
2545;Jonathan Fitzpatrick;09/10/2002;01:40:00;Yappa;no badly;8;IN PROGRESS
2546;Jeannie Middleton;15/06/2012;21:38:25;ACA-IT;or maybe in room computer plane man lots;9;CLOSED
2547;Tasha Delgado;16/06/2010;02:30:30;Cegeka;to have;4;IN PROGRESS
2548;Jasmine Church;13/10/2001;21:58:21;Mobistart;smoke found;4;IGNORE
2549;Jeffrey Pope;26/06/2004;09:21:20;PXL;computer sill;6;IN PROGRESS
2550;Anna Tyson;08/10/2011;07:43:42;Telenet;it hid numbers;6;IN PROGRESS
2551;Doris Puckett;05/05/2000;20:42:14;XCOMM;man;3;CLOSED
2552;Heidi Stuart;08/10/2014;15:49:30;Telenet;it;1;IN PROGRESS
2553;Beth Todd;05/09/2008;02:30:26;ACA-IT;discovered pull island sacrifice;6;OPEN
2554;Ronnie Fuentes;17/08/2016;10:01:15;XCOMM;;2;OPEN
2555;Sher Brewer;25/01/2016;21:19:40;Eurosys;have words it's red it suspense;10;CLOSED
2556;Phillip Shields;17/09/2014;00:08:23;XCOMM;as words fire lock;4;IGNORE
2557;Beth Stevenson;09/06/2016;01:01:53;XCOMM;;10;OPEN
2558;Isaac Richard;21/11/2003;00:06:14;Mobistart;to or maybe build island library or computer;3;OPEN
2559;Natasha Sharp;12/10/2012;05:33:28;T-Network;days died white ill crash it while;3;OPEN
2560;Allison Nash;05/03/2010;12:48:19;ACA-IT;;10;IN PROGRESS
2561;Stephanie Hughes;08/02/2008;19:48:50;PXL;words;5;IGNORE
2562;Nathan Garrison;30/03/2006;00:53:05;ACA-IT;want on on it demanded;7;IN PROGRESS
2563;Donald Gillespie;05/01/2015;16:48:07;T-Network;when;10;IGNORE
2564;Steve Dyer;22/07/2014;01:01:10;Telenet;;3;OPEN
2565;Jean Callahan;06/02/2006;19:30:48;PXL;had red they words;1;CLOSED
2566;Vanessa Boyd;16/08/2003;08:59:01;Proximus;wrong sofa;4;OPEN
2567;Breanna Valencia;09/09/2013;03:05:57;Proximus;;5;IGNORE
2568;Angel Gordon;18/04/2015;23:48:09;ACA-IT;was hid have world;8;CLOSED
2569;Grace Marshall;02/09/2010;23:37:26;Mobistart;code of where it of;5;IN PROGRESS
2570;Sam Figueroa;24/09/2012;04:37:51;Yappa;;9;OPEN
2571;Floyd Marks;09/09/2010;21:34:35;XCOMM;banging many;4;OPEN
2572;Carmen Flynn;08/07/2010;22:56:18;Eurosys;no trees lock do lock hat words;6;IGNORE
2573;Brittany Wiggins;25/10/2000;22:07:54;Eurosys;to to words hold;8;CLOSED
2574;Becky Lee;24/08/2014;08:41:33;Yappa;fire keys with do I will light;2;IN PROGRESS
2575;Lindsay Rosales;12/11/2000;12:58:16;XCOMM;discovered;7;IGNORE
2576;Mike Holden;17/11/2002;08:23:43;Yappa;so sits fire ill;7;IGNORE
2577;Jamie Bauer;23/11/2004;15:43:31;XCOMM;;8;OPEN
2578;Kathy Willis;29/08/2015;23:26:56;ACA-IT;lock cold;6;OPEN
2579;Tashia Downs;01/08/2014;17:21:48;T-Network;end hot ending banging keys;7;CLOSED
2580;Douglas Bailey;29/08/2000;14:35:47;Proximus;had found do find;7;IGNORE
2581;Megan Key;01/06/2003;15:14:41;XCOMM;pull;4;OPEN
2582;Wayne Albert;03/01/2015;01:10:27;Telenet;crash man in show it's of until;9;OPEN
2583;Amy Dean;28/10/2007;23:42:21;PXL;ending build my warp;4;IN PROGRESS
