1001;Kristy Stafford;28/10/2007;16:56:02;Cegeka;it discovered;9;OPEN
1002;Lynn Humphrey;30/09/2014;15:13:20;Yappa;with to text books;4;IGNORE
1003;Katherine Schultz;27/07/2007;06:47:44;ACA-IT;;3;IGNORE
1004;Robert Oconnor;05/03/2005;02:36:07;PXL;in;4;IGNORE
1005;Pete Schroeder;16/04/2009;14:01:50;T-Network;;8;IGNORE
1006;Myron Contreras;19/02/2001;07:13:08;Yappa;white will island numbers speed library;0;CLOSED
1007;Darrell Schneider;18/06/2010;07:34:07;ACA-IT;what hatch white is;8;IGNORE
1008;Teresa Rogers;16/05/2013;05:28:40;ACA-IT;wrong will code white;5;IGNORE
1009;Charles Bradford;30/01/2000;15:45:01;Yappa;so a always ill dreams;8;CLOSED
1010;Lloyd Poole;04/05/2015;17:46:38;XCOMM;this to man until in out list;0;IGNORE
1011;Dallas Riley;17/03/2010;07:23:23;Telenet;are took to end something probably;2;CLOSED
1012;Thomas Andrews;15/05/2001;08:49:00;Eurosys;died;0;IN PROGRESS
1013;Cassandra Lynch;25/10/2002;22:25:02;Mobistart;speed;8;IN PROGRESS
1014;Jackie Sanford;21/10/2003;15:24:42;PXL;in world no throw;10;IGNORE
1015;Kathy Reid;18/12/2011;23:17:18;T-Network;do rabbit we had assert red;7;CLOSED
1016;Vernon Meyers;11/10/2006;10:07:21;Mobistart;;1;CLOSED
1017;Beverly Meyers;14/01/2014;18:03:25;XCOMM;else room warp have;6;IGNORE
1018;Alice Clemons;28/01/2002;10:12:50;XCOMM;enter monster in shepherd white;4;IN PROGRESS
1019;Audrey Pearson;12/12/2013;10:17:05;Eurosys;or;9;CLOSED
1020;Ken Glenn;17/10/2001;12:23:00;Eurosys;;5;IN PROGRESS
1021;Mitchell Mason;10/08/2000;06:20:38;PXL;what ill suspense is;5;IGNORE
1022;Kaitlyn Kline;14/04/2014;23:23:59;ACA-IT;much asked suspense captain;4;CLOSED
1023;Wesley Henson;13/10/2012;20:06:35;Telenet;sidekick island came trees suspense find;0;IGNORE
1024;Joanne Torres;04/09/2011;13:34:38;Cegeka;came should ill to;0;OPEN
