11001;Thelma Navarro;02/06/2004;07:03:12;Proximus;television sofa others warp;2;CLOSED
11002;Paul Norton;21/10/2007;08:09:28;Eurosys;rescue warp hid found show this interest;4;OPEN
11003;Jeannie Meyers;23/05/2010;16:01:39;Cegeka;to came hatch or code;5;CLOSED
11004;Billy Winters;26/05/2014;04:17:18;Yappa;want hold wicket suspense asked;3;IGNORE
11005;Alex Tillman;21/04/2005;13:49:49;Yappa;rabbit it text enter warp good;8;CLOSED
11006;Becky Rivers;18/03/2001;11:31:50;Eurosys;;3;IGNORE
11007;Cassandra Chambers;16/02/2005;20:24:46;Mobistart;trees;8;OPEN
11008;Eugene Simpson;04/11/2006;10:55:18;Proximus;automatically ending code web computer else web;2;CLOSED
11009;Alex Lancaster;19/09/2010;06:10:09;Proximus;demanded trying computer;10;CLOSED
11010;Elaine Humphrey;24/08/2015;20:42:44;T-Network;of on;9;IN PROGRESS
11011;Eric Sims;07/11/2016;00:21:00;Cegeka;many what;3;IGNORE
11012;Ronda Wall;08/11/2005;08:39:43;Yappa;was discovered else many find;4;IGNORE
11013;Howard Guy;02/09/2013;03:11:02;ACA-IT;;4;IGNORE
11014;Ginger Knox;25/08/2012;08:10:40;Eurosys;find days headphones;5;CLOSED
11015;Andrew Murray;19/10/2009;05:16:39;Proximus;visions pull when;5;CLOSED
11016;Marie Lowe;09/02/2014;09:04:30;PXL;monster white a enter interest text;5;OPEN
11017;Barbara Alford;11/09/2005;08:45:38;Telenet;speed;9;IGNORE
11018;Roy Dominguez;29/10/2010;02:11:16;XCOMM;or maybe red lost pull lots;2;CLOSED
11019;Sheila Mercado;28/09/2016;14:57:29;Mobistart;what show numbers others island it hatch;9;CLOSED
11020;Mitchell Richmond;13/03/2016;09:00:02;Proximus;it television;8;IN PROGRESS
11021;Roy Guy;07/10/2011;19:44:44;PXL;always computer;0;OPEN
11022;Annette Curry;09/07/2008;12:30:18;Eurosys;where came;5;IN PROGRESS
11023;Angel Hunt;09/07/2008;18:14:20;Mobistart;automatically on badly constantly;5;IGNORE
11024;Dawn Nielsen;14/01/2010;13:56:27;Telenet;while island it's;4;CLOSED
11025;Christian Hopkins;30/05/2001;11:47:00;Cegeka;;6;OPEN
11026;Howard Gallegos;29/06/2009;10:25:39;T-Network;came island list much;2;CLOSED
11027;Trey Hale;25/03/2012;09:19:19;Cegeka;;0;CLOSED
11028;Jody Wolf;23/02/2013;15:50:39;XCOMM;;7;OPEN
11029;Alisha Joseph;04/05/2002;14:10:33;T-Network;;0;IGNORE
11030;Frank Jacobson;09/02/2000;17:14:53;Yappa;it's to are about;10;IGNORE
11031;Johnny Gilliam;28/10/2014;17:33:13;ACA-IT;to;3;IGNORE
11032;Sherri Garner;27/08/2005;05:54:22;Cegeka;throw will trying smoke asked;5;CLOSED
11033;Randi Valencia;13/12/2004;05:07:54;Yappa;banging to;9;CLOSED
11034;Karen Burris;23/11/2005;06:41:13;Telenet;do interest until this ship they;2;OPEN
11035;Christina Brooks;20/11/2013;20:02:28;ACA-IT;;6;IN PROGRESS
11036;Derrick Dillon;26/06/2000;06:53:47;Cegeka;island good;9;IN PROGRESS
11037;Travis Robles;15/10/2001;22:02:28;Telenet;words good ghost light wicket;7;IGNORE
11038;Rod Francis;30/06/2004;02:41:54;Eurosys;island keys speed;4;CLOSED
11039;Billie Ray;06/12/2015;03:13:00;XCOMM;to it;5;OPEN
11040;Isaac Nichols;26/11/2013;15:42:07;Eurosys;it through should generated was;2;IGNORE
11041;Valerie Mann;25/02/2010;15:24:51;Cegeka;discovered text where in we;10;IN PROGRESS
11042;Clarence Higgins;25/10/2000;06:54:24;T-Network;numbers as;0;IGNORE
11043;Eddie Peters;03/12/2009;03:24:27;Proximus;to leader discovered captain;3;OPEN
11044;Sandra Carrillo;15/02/2003;02:44:58;Cegeka;discovered automatically good sofa where sits banging;8;CLOSED
