19001;Valerie Horn;01/11/2002;14:25:08;ACA-IT;sidekick;9;IN PROGRESS
19002;Dean Henson;26/09/2001;06:41:40;Cegeka;hat ending with island computer trees;5;OPEN
19003;Aaron Stafford;05/10/2014;19:01:35;Yappa;of rescue it's sill wrong room handled;8;CLOSED
19004;Johnathan Kelly;15/12/2013;05:07:09;ACA-IT;in throw books or trees out;10;IGNORE
19005;Faith Hill;11/06/2006;12:35:11;ACA-IT;plane so came will in my pique;8;OPEN
19006;Leroy Richards;18/09/2014;15:44:37;ACA-IT;it;9;CLOSED
19007;Jeffery Mitchell;12/02/2009;09:10:22;PXL;about are many ends throw;2;IGNORE
19008;Robert Robertson;16/03/2006;05:46:33;Eurosys;ghost died came;8;CLOSED
19009;Shirley Holcomb;03/12/2016;04:23:12;Proximus;;9;IN PROGRESS
19010;Robert Farmer;10/10/2007;23:37:23;Eurosys;enter banging hatch;0;OPEN
19011;Krista Carver;29/09/2006;17:47:58;PXL;smoke library who island is room what;10;CLOSED
19012;Vicky Potts;27/10/2003;08:10:05;Mobistart;code ghost trees what died constantly;6;IGNORE
19013;Candy Cunningham;30/10/2001;19:44:54;Telenet;dad had cold island secretly hold came;3;IGNORE
19014;Lindsay Kim;19/01/2016;04:11:23;Eurosys;of in was island my;0;IGNORE
19015;Jackie Vang;03/01/2015;07:28:29;ACA-IT;from when on have keys web;10;CLOSED
19016;Rodney Justice;08/08/2014;03:01:38;Cegeka;came throw;1;OPEN
19017;Judy Church;13/05/2005;06:29:23;PXL;end to lots to want they lots;9;OPEN
19018;Lacey Morin;06/03/2003;09:43:36;Proximus;what television constantly in pique demanded show;7;CLOSED
19019;Jerry Ingram;19/08/2013;14:57:17;Telenet;;2;IN PROGRESS
19020;Wesley Jones;20/01/2013;10:30:54;T-Network;in ends build assert ball do;2;IN PROGRESS
19021;Joann Nash;13/02/2014;08:48:22;Mobistart;or want who days handled badly do;5;IGNORE
19022;Ellen Charles;23/07/2006;04:41:37;Yappa;do on always;0;OPEN
19023;Mark Salas;01/04/2007;11:27:10;Mobistart;was automatically banging demanded;9;IGNORE
19024;Dillon Jackson;20/04/2013;21:10:10;Proximus;find;7;OPEN
19025;Sue Riggs;18/07/2002;19:50:24;Mobistart;;3;CLOSED
19026;Dakota Maldonado;12/06/2005;11:57:02;Mobistart;in throw until hat library probably captain;4;IN PROGRESS
19027;Erica Cash;25/12/2000;19:59:48;ACA-IT;leader lots dreams;10;IN PROGRESS
19028;Cynthia Ross;29/12/2003;05:11:15;ACA-IT;do the;4;IGNORE
19029;Chelsea Phelps;29/05/2004;13:05:35;XCOMM;is write room;2;OPEN
